"","Date","Page.Loads","Unique.Visits","First.Time.Visits","Returning.Visits"
"1655","3/26/2019","6,191","4,344","3,578","766"
"1656","3/27/2019","6,678","4,612","3,842","770"
"1657","3/28/2019","6,167","4,086","3,361","725"
"1658","3/29/2019","4,441","3,147","2,601","546"
"1659","3/30/2019","3,243","2,325","1,949","376"
"1660","3/31/2019","4,260","3,039","2,543","496"
"1661","4/1/2019","6,078","4,238","3,550","688"
"1662","4/2/2019","6,824","4,656","3,833","823"
"1663","4/3/2019","6,621","4,727","3,942","785"
"1664","4/4/2019","6,231","4,343","3,647","696"
"1665","4/5/2019","4,776","3,346","2,719","627"
"1666","4/6/2019","3,148","2,319","1,924","395"
"1667","4/7/2019","4,357","3,050","2,511","539"
"1668","4/8/2019","6,794","4,738","3,960","778"
"1669","4/9/2019","6,688","4,505","3,736","769"
"1670","4/10/2019","6,570","4,448","3,646","802"
"1671","4/11/2019","6,113","4,264","3,504","760"
"1672","4/12/2019","4,856","3,336","2,726","610"
"1673","4/13/2019","3,401","2,409","2,011","398"
"1674","4/14/2019","4,551","3,197","2,600","597"
"1675","4/15/2019","6,614","4,773","3,967","806"
"1676","4/16/2019","7,019","4,837","4,037","800"
"1677","4/17/2019","6,643","4,470","3,681","789"
"1678","4/18/2019","5,398","3,825","3,133","692"
"1679","4/19/2019","4,323","2,981","2,482","499"
"1680","4/20/2019","3,546","2,442","2,020","422"
"1681","4/21/2019","4,312","3,045","2,534","511"
"1682","4/22/2019","6,363","4,520","3,729","791"
"1683","4/23/2019","6,797","4,968","4,147","821"
"1684","4/24/2019","7,144","5,002","4,136","866"
"1685","4/25/2019","6,555","4,621","3,804","817"
"1686","4/26/2019","5,400","3,780","3,089","691"
"1687","4/27/2019","3,710","2,465","2,038","427"
"1688","4/28/2019","4,788","3,294","2,728","566"
"1689","4/29/2019","6,232","4,340","3,578","762"
"1690","4/30/2019","6,093","4,264","3,440","824"
"1691","5/1/2019","6,117","4,275","3,556","719"
"1692","5/2/2019","6,274","4,153","3,433","720"
"1693","5/3/2019","4,774","3,370","2,763","607"
"1694","5/4/2019","3,437","2,462","1,999","463"
"1695","5/5/2019","4,330","3,009","2,457","552"
"1696","5/6/2019","5,902","4,164","3,402","762"
"1697","5/7/2019","6,064","4,258","3,469","789"
"1698","5/8/2019","5,709","4,049","3,310","739"
"1699","5/9/2019","5,596","3,944","3,275","669"
"1700","5/10/2019","4,498","3,144","2,494","650"
"1701","5/11/2019","3,258","2,119","1,702","417"
"1702","5/12/2019","3,571","2,565","2,070","495"
"1703","5/13/2019","5,677","3,908","3,136","772"
"1704","5/14/2019","5,534","3,669","2,977","692"
"1705","5/15/2019","5,391","3,667","2,989","678"
"1706","5/16/2019","5,043","3,577","2,953","624"
"1707","5/17/2019","3,993","2,795","2,254","541"
"1708","5/18/2019","2,565","1,876","1,545","331"
"1709","5/19/2019","3,369","2,364","1,954","410"
"1710","5/20/2019","4,993","3,442","2,806","636"
"1711","5/21/2019","4,728","3,406","2,813","593"
"1712","5/22/2019","4,963","3,431","2,772","659"
"1713","5/23/2019","4,637","3,243","2,698","545"
"1714","5/24/2019","3,694","2,559","2,070","489"
"1715","5/25/2019","2,460","1,658","1,347","311"
"1716","5/26/2019","3,006","2,064","1,693","371"
"1717","5/27/2019","3,992","2,780","2,271","509"
"1718","5/28/2019","4,960","3,403","2,767","636"
"1719","5/29/2019","4,376","3,115","2,562","553"
"1720","5/30/2019","4,143","2,896","2,353","543"
"1721","5/31/2019","3,359","2,363","1,909","454"
"1722","6/1/2019","2,218","1,474","1,221","253"
"1723","6/2/2019","2,768","1,845","1,516","329"
"1724","6/3/2019","3,967","2,831","2,295","536"
"1725","6/4/2019","4,501","3,008","2,426","582"
"1726","6/5/2019","3,973","2,727","2,233","494"
"1727","6/6/2019","4,259","2,871","2,312","559"
"1728","6/7/2019","3,181","2,313","1,869","444"
"1729","6/8/2019","2,170","1,583","1,324","259"
"1730","6/9/2019","2,810","1,930","1,586","344"
"1731","6/10/2019","4,420","3,030","2,463","567"
"1732","6/11/2019","4,793","3,258","2,664","594"
"1733","6/12/2019","4,410","3,064","2,479","585"
"1734","6/13/2019","4,076","2,844","2,280","564"
"1735","6/14/2019","3,287","2,265","1,789","476"
"1736","6/15/2019","2,176","1,467","1,201","266"
"1737","6/16/2019","2,516","1,747","1,419","328"
"1738","6/17/2019","4,142","2,925","2,398","527"
"1739","6/18/2019","4,225","3,013","2,461","552"
"1740","6/19/2019","4,162","2,882","2,351","531"
"1741","6/20/2019","3,716","2,615","2,137","478"
"1742","6/21/2019","3,333","2,275","1,853","422"
"1743","6/22/2019","1,918","1,360","1,118","242"
"1744","6/23/2019","2,344","1,621","1,317","304"
"1745","6/24/2019","3,691","2,591","2,149","442"
"1746","6/25/2019","4,035","2,770","2,247","523"
"1747","6/26/2019","3,939","2,675","2,186","489"
"1748","6/27/2019","3,738","2,671","2,197","474"
"1749","6/28/2019","2,846","2,021","1,657","364"
"1750","6/29/2019","1,733","1,199","983","216"
"1751","6/30/2019","2,184","1,494","1,240","254"
"1752","7/1/2019","3,512","2,485","2,001","484"
"1753","7/2/2019","3,675","2,636","2,163","473"
"1754","7/3/2019","3,831","2,579","2,144","435"
"1755","7/4/2019","2,801","1,971","1,648","323"
"1756","7/5/2019","2,552","1,790","1,446","344"
"1757","7/6/2019","1,950","1,291","1,110","181"
"1758","7/7/2019","2,110","1,477","1,209","268"
"1759","7/8/2019","4,303","2,903","2,383","520"
"1760","7/9/2019","3,883","2,799","2,335","464"
"1761","7/10/2019","4,244","2,907","2,347","560"
"1762","7/11/2019","3,765","2,669","2,150","519"
"1763","7/12/2019","3,286","2,276","1,816","460"
"1764","7/13/2019","1,851","1,305","1,063","242"
"1765","7/14/2019","2,580","1,754","1,433","321"
"1766","7/15/2019","4,140","2,911","2,382","529"
"1767","7/16/2019","4,076","2,785","2,285","500"
"1768","7/17/2019","4,141","2,900","2,360","540"
"1769","7/18/2019","3,898","2,774","2,249","525"
"1770","7/19/2019","3,027","2,078","1,641","437"
"1771","7/20/2019","1,831","1,271","1,033","238"
"1772","7/21/2019","2,282","1,617","1,356","261"
"1773","7/22/2019","4,138","2,890","2,376","514"
"1774","7/23/2019","4,049","2,868","2,344","524"
"1775","7/24/2019","4,272","2,963","2,359","604"
"1776","7/25/2019","4,089","2,755","2,210","545"
"1777","7/26/2019","3,277","2,264","1,842","422"
"1778","7/27/2019","1,954","1,308","1,069","239"
"1779","7/28/2019","2,111","1,509","1,239","270"
"1780","7/29/2019","3,625","2,539","2,053","486"
"1781","7/30/2019","4,415","2,906","2,386","520"
"1782","7/31/2019","3,854","2,743","2,260","483"
"1783","8/1/2019","4,114","2,771","2,262","509"
"1784","8/2/2019","3,492","2,280","1,874","406"
"1785","8/3/2019","1,849","1,312","1,096","216"
"1786","8/4/2019","2,239","1,630","1,347","283"
"1787","8/5/2019","3,976","2,664","2,191","473"
"1788","8/6/2019","4,061","2,833","2,284","549"
"1789","8/7/2019","3,702","2,675","2,215","460"
"1790","8/8/2019","3,622","2,553","2,112","441"
"1791","8/9/2019","3,039","2,033","1,660","373"
"1792","8/10/2019","1,848","1,265","1,049","216"
"1793","8/11/2019","2,082","1,502","1,242","260"
"1794","8/12/2019","3,807","2,574","2,121","453"
"1795","8/13/2019","3,993","2,667","2,215","452"
"1796","8/14/2019","3,567","2,517","2,087","430"
"1797","8/15/2019","3,484","2,450","2,046","404"
"1798","8/16/2019","2,994","2,022","1,663","359"
"1799","8/17/2019","1,793","1,276","1,074","202"
"1800","8/18/2019","2,422","1,721","1,477","244"
"1801","8/19/2019","4,070","2,847","2,371","476"
"1802","8/20/2019","3,987","2,800","2,293","507"
"1803","8/21/2019","3,355","2,407","1,963","444"
"1804","8/22/2019","2,925","1,959","1,627","332"
"1805","8/23/2019","3,010","2,143","1,769","374"
"1806","8/24/2019","1,896","1,380","1,151","229"
"1807","8/25/2019","2,501","1,791","1,497","294"
"1808","8/26/2019","3,851","2,714","2,257","457"
"1809","8/27/2019","4,403","3,075","2,622","453"
"1810","8/28/2019","4,627","3,125","2,623","502"
"1811","8/29/2019","4,221","2,982","2,477","505"
"1812","8/30/2019","3,025","2,102","1,727","375"
"1813","8/31/2019","1,998","1,386","1,179","207"
"1814","9/1/2019","2,297","1,645","1,414","231"
"1815","9/2/2019","3,192","2,272","1,910","362"
"1816","9/3/2019","4,087","2,921","2,434","487"
"1817","9/4/2019","4,787","3,348","2,842","506"
"1818","9/5/2019","4,483","3,078","2,570","508"
"1819","9/6/2019","3,571","2,483","2,095","388"
"1820","9/7/2019","2,263","1,566","1,343","223"
"1821","9/8/2019","2,948","2,118","1,827","291"
"1822","9/9/2019","4,521","3,287","2,785","502"
"1823","9/10/2019","4,563","3,251","2,758","493"
"1824","9/11/2019","4,598","3,365","2,901","464"
"1825","9/12/2019","4,603","3,356","2,868","488"
"1826","9/13/2019","3,349","2,508","2,121","387"
"1827","9/14/2019","2,437","1,716","1,451","265"
"1828","9/15/2019","3,188","2,367","2,082","285"
"1829","9/16/2019","5,291","3,839","3,280","559"
"1830","9/17/2019","5,477","3,815","3,273","542"
"1831","9/18/2019","5,257","3,726","3,222","504"
"1832","9/19/2019","5,000","3,500","3,028","472"
"1833","9/20/2019","3,890","2,822","2,407","415"
"1834","9/21/2019","2,654","1,994","1,739","255"
"1835","9/22/2019","3,656","2,640","2,328","312"
"1836","9/23/2019","5,223","3,804","3,291","513"
"1837","9/24/2019","5,276","3,826","3,287","539"
"1838","9/25/2019","5,476","3,838","3,306","532"
"1839","9/26/2019","5,196","3,718","3,208","510"
"1840","9/27/2019","4,052","2,863","2,448","415"
"1841","9/28/2019","2,635","1,945","1,696","249"
"1842","9/29/2019","4,076","2,895","2,541","354"
"1843","9/30/2019","5,167","3,754","3,216","538"
"1844","10/1/2019","4,972","3,634","3,082","552"
"1845","10/2/2019","5,143","3,683","3,209","474"
"1846","10/3/2019","4,753","3,454","2,941","513"
"1847","10/4/2019","3,795","2,854","2,440","414"
"1848","10/5/2019","2,920","2,118","1,827","291"
"1849","10/6/2019","3,950","2,850","2,471","379"
"1850","10/7/2019","5,493","3,929","3,432","497"
"1851","10/8/2019","5,652","4,186","3,705","481"
"1852","10/9/2019","5,617","3,936","3,388","548"
"1853","10/10/2019","5,234","3,802","3,261","541"
"1854","10/11/2019","4,118","3,147","2,674","473"
"1855","10/12/2019","2,863","2,111","1,803","308"
"1856","10/13/2019","4,032","3,013","2,645","368"
"1857","10/14/2019","5,476","4,022","3,466","556"
"1858","10/15/2019","5,542","4,117","3,572","545"
"1859","10/16/2019","5,340","3,966","3,403","563"
"1860","10/17/2019","5,388","3,905","3,333","572"
"1861","10/18/2019","4,309","3,097","2,675","422"
"1862","10/19/2019","3,117","2,223","1,897","326"
"1863","10/20/2019","4,234","3,081","2,679","402"
"1864","10/21/2019","5,698","4,144","3,507","637"
"1865","10/22/2019","5,721","4,132","3,536","596"
"1866","10/23/2019","6,018","4,446","3,823","623"
"1867","10/24/2019","5,563","3,995","3,397","598"
"1868","10/25/2019","4,159","2,961","2,461","500"
"1869","10/26/2019","2,732","2,057","1,753","304"
"1870","10/27/2019","3,901","2,854","2,460","394"
"1871","10/28/2019","5,749","4,120","3,529","591"
"1872","10/29/2019","5,821","4,140","3,576","564"
"1873","10/30/2019","5,647","4,059","3,452","607"
"1874","10/31/2019","5,219","3,689","3,180","509"
"1875","11/1/2019","4,054","3,010","2,604","406"
"1876","11/2/2019","2,815","2,170","1,889","281"
"1877","11/3/2019","4,253","3,063","2,603","460"
"1878","11/4/2019","5,816","4,184","3,640","544"
"1879","11/5/2019","5,843","4,176","3,549","627"
"1880","11/6/2019","6,058","4,351","3,672","679"
"1881","11/7/2019","6,291","4,489","3,810","679"
"1882","11/8/2019","4,604","3,357","2,839","518"
"1883","11/9/2019","3,354","2,337","2,000","337"
"1884","11/10/2019","4,190","3,075","2,634","441"
"1885","11/11/2019","5,931","4,194","3,573","621"
"1886","11/12/2019","6,443","4,589","3,877","712"
"1887","11/13/2019","5,805","4,275","3,572","703"
"1888","11/14/2019","5,753","4,172","3,569","603"
"1889","11/15/2019","4,709","3,452","2,927","525"
"1890","11/16/2019","3,418","2,506","2,136","370"
"1891","11/17/2019","4,821","3,387","2,872","515"
"1892","11/18/2019","6,444","4,699","3,985","714"
"1893","11/19/2019","6,607","4,772","4,119","653"
"1894","11/20/2019","6,726","4,781","4,115","666"
"1895","11/21/2019","6,334","4,462","3,840","622"
"1896","11/22/2019","4,575","3,214","2,724","490"
"1897","11/23/2019","3,414","2,474","2,118","356"
"1898","11/24/2019","4,535","3,242","2,787","455"
"1899","11/25/2019","5,970","4,467","3,836","631"
"1900","11/26/2019","5,630","4,115","3,522","593"
"1901","11/27/2019","5,384","3,823","3,225","598"
"1902","11/28/2019","4,201","3,223","2,747","476"
"1903","11/29/2019","3,799","2,947","2,504","443"
"1904","11/30/2019","3,301","2,443","2,053","390"
"1905","12/1/2019","4,420","3,308","2,849","459"
"1906","12/2/2019","6,384","4,674","4,031","643"
"1907","12/3/2019","6,964","4,975","4,285","690"
"1908","12/4/2019","6,957","4,959","4,252","707"
"1909","12/5/2019","6,350","4,671","3,989","682"
"1910","12/6/2019","5,324","3,796","3,258","538"
"1911","12/7/2019","3,795","2,760","2,362","398"
"1912","12/8/2019","5,013","3,636","3,159","477"
"1913","12/9/2019","7,005","5,250","4,569","681"
"1914","12/10/2019","6,606","4,791","4,131","660"
"1915","12/11/2019","6,686","4,902","4,240","662"
"1916","12/12/2019","6,163","4,533","3,871","662"
"1917","12/13/2019","4,581","3,272","2,801","471"
"1918","12/14/2019","2,930","2,240","1,958","282"
"1919","12/15/2019","3,585","2,672","2,280","392"
"1920","12/16/2019","4,925","3,653","3,128","525"
"1921","12/17/2019","4,743","3,441","2,895","546"
"1922","12/18/2019","4,716","3,390","2,918","472"
"1923","12/19/2019","3,793","2,821","2,381","440"
"1924","12/20/2019","2,688","1,906","1,583","323"
"1925","12/21/2019","1,682","1,177","1,020","157"
"1926","12/22/2019","1,880","1,411","1,190","221"
"1927","12/23/2019","2,451","1,738","1,442","296"
"1928","12/24/2019","1,644","1,197","977","220"
"1929","12/25/2019","1,483","1,027","851","176"
"1930","12/26/2019","1,864","1,355","1,102","253"
"1931","12/27/2019","1,927","1,319","1,109","210"
"1932","12/28/2019","1,679","1,219","1,019","200"
"1933","12/29/2019","1,962","1,299","1,111","188"
"1934","12/30/2019","2,469","1,762","1,479","283"
"1935","12/31/2019","1,750","1,192","1,005","187"
"1936","1/1/2020","1,554","1,105","870","235"
"1937","1/2/2020","2,820","2,083","1,754","329"
"1938","1/3/2020","2,970","2,180","1,859","321"
"1939","1/4/2020","2,111","1,526","1,300","226"
"1940","1/5/2020","2,393","1,788","1,514","274"
"1941","1/6/2020","3,704","2,770","2,341","429"
"1942","1/7/2020","3,760","2,915","2,492","423"
"1943","1/8/2020","3,698","2,844","2,402","442"
"1944","1/9/2020","4,243","3,374","2,910","464"
"1945","1/10/2020","3,177","2,415","2,043","372"
"1946","1/11/2020","2,361","1,834","1,581","253"
"1947","1/12/2020","2,762","2,238","1,961","277"
"1948","1/13/2020","4,298","3,242","2,727","515"
"1949","1/14/2020","3,838","2,884","2,450","434"
"1950","1/15/2020","3,754","2,864","2,470","394"
"1951","1/16/2020","3,817","2,951","2,510","441"
"1952","1/17/2020","3,175","2,419","2,006","413"
"1953","1/18/2020","2,336","1,927","1,681","246"
"1954","1/19/2020","2,597","2,031","1,717","314"
"1955","1/20/2020","3,715","2,948","2,505","443"
"1956","1/21/2020","4,459","3,501","3,017","484"
"1957","1/22/2020","4,483","3,552","3,079","473"
"1958","1/23/2020","4,225","3,295","2,805","490"
"1959","1/24/2020","3,111","2,484","2,131","353"
"1960","1/25/2020","2,353","1,784","1,535","249"
"1961","1/26/2020","3,198","2,520","2,213","307"
"1962","1/27/2020","4,432","3,539","3,058","481"
"1963","1/28/2020","4,664","3,654","3,148","506"
"1964","1/29/2020","4,471","3,544","3,025","519"
"1965","1/30/2020","4,486","3,499","3,031","468"
"1966","1/31/2020","3,527","2,704","2,304","400"
"1967","2/1/2020","2,514","1,995","1,728","267"
"1968","2/2/2020","2,993","2,409","2,106","303"
"1969","2/3/2020","4,728","3,694","3,174","520"
"1970","2/4/2020","4,883","3,982","3,472","510"
"1971","2/5/2020","5,071","4,061","3,528","533"
"1972","2/6/2020","4,638","3,715","3,217","498"
"1973","2/7/2020","3,757","2,942","2,512","430"
"1974","2/8/2020","2,761","2,193","1,890","303"
"1975","2/9/2020","3,423","2,849","2,498","351"
"1976","2/10/2020","5,066","4,016","3,464","552"
"1977","2/11/2020","4,928","4,045","3,499","546"
"1978","2/12/2020","4,996","4,019","3,497","522"
"1979","2/13/2020","5,004","3,823","3,188","635"
"1980","2/14/2020","3,675","2,949","2,529","420"
"1981","2/15/2020","2,556","2,024","1,757","267"
"1982","2/16/2020","3,732","2,808","2,361","447"
"1983","2/17/2020","4,958","3,951","3,382","569"
"1984","2/18/2020","4,869","3,806","3,273","533"
"1985","2/19/2020","5,224","4,042","3,495","547"
"1986","2/20/2020","4,890","3,748","3,212","536"
"1987","2/21/2020","3,678","2,914","2,528","386"
"1988","2/22/2020","2,456","2,025","1,759","266"
"1989","2/23/2020","3,444","2,708","2,387","321"
"1990","2/24/2020","5,000","3,974","3,390","584"
"1991","2/25/2020","5,496","4,210","3,601","609"
"1992","2/26/2020","5,059","4,014","3,468","546"
"1993","2/27/2020","4,813","3,759","3,247","512"
"1994","2/28/2020","3,810","3,052","2,569","483"
"1995","2/29/2020","2,682","2,169","1,858","311"
"1996","3/1/2020","3,332","2,754","2,379","375"
"1997","3/2/2020","4,872","3,801","3,264","537"
"1998","3/3/2020","5,097","3,956","3,452","504"
"1999","3/4/2020","4,714","3,591","3,118","473"
"2000","3/5/2020","5,048","3,994","3,428","566"
"2001","3/6/2020","3,698","2,843","2,386","457"
"2002","3/7/2020","2,670","2,095","1,798","297"
"2003","3/8/2020","3,416","2,743","2,362","381"
"2004","3/9/2020","4,731","3,830","3,269","561"
"2005","3/10/2020","4,820","3,718","3,169","549"
"2006","3/11/2020","4,813","3,711","3,182","529"
"2007","3/12/2020","4,393","3,508","2,952","556"
"2008","3/13/2020","3,316","2,613","2,172","441"
"2009","3/14/2020","2,416","1,888","1,569","319"
"2010","3/15/2020","2,934","2,251","1,937","314"
"2011","3/16/2020","2,732","2,157","1,809","348"
"2012","3/17/2020","3,805","3,007","2,525","482"
"2013","3/18/2020","3,748","2,976","2,508","468"
"2014","3/19/2020","3,678","2,883","2,471","412"
"2015","3/20/2020","3,322","2,647","2,239","408"
"2016","3/21/2020","2,701","2,049","1,749","300"
"2017","3/22/2020","3,263","2,469","2,120","349"
"2018","3/23/2020","4,105","3,166","2,690","476"
"2019","3/24/2020","4,156","3,247","2,766","481"
"2020","3/25/2020","4,153","3,367","2,878","489"
"2021","3/26/2020","4,256","3,394","2,944","450"
"2022","3/27/2020","3,818","3,002","2,588","414"
"2023","3/28/2020","3,045","2,438","2,103","335"
"2024","3/29/2020","4,079","3,047","2,603","444"
"2025","3/30/2020","4,899","3,852","3,280","572"
"2026","3/31/2020","4,943","3,822","3,310","512"
"2027","4/1/2020","4,907","3,799","3,317","482"
"2028","4/2/2020","4,933","3,838","3,305","533"
"2029","4/3/2020","4,665","3,498","2,975","523"
"2030","4/4/2020","3,366","2,536","2,175","361"
"2031","4/5/2020","3,976","3,045","2,644","401"
"2032","4/6/2020","4,981","3,921","3,351","570"
"2033","4/7/2020","5,331","4,144","3,552","592"
"2034","4/8/2020","5,331","4,203","3,656","547"
"2035","4/9/2020","5,063","3,982","3,426","556"
"2036","4/10/2020","4,252","3,354","2,869","485"
"2037","4/11/2020","3,656","2,712","2,279","433"
"2038","4/12/2020","4,152","3,125","2,666","459"
"2039","4/13/2020","5,089","3,922","3,379","543"
"2040","4/14/2020","5,491","4,314","3,721","593"
"2041","4/15/2020","5,665","4,424","3,754","670"
"2042","4/16/2020","5,423","4,203","3,592","611"
"2043","4/17/2020","4,688","3,682","3,146","536"
"2044","4/18/2020","4,055","3,007","2,521","486"
"2045","4/19/2020","4,830","3,671","3,057","614"
"2046","4/20/2020","5,908","4,517","3,869","648"
"2047","4/21/2020","5,633","4,377","3,722","655"
"2048","4/22/2020","5,786","4,520","3,856","664"
"2049","4/23/2020","5,967","4,758","4,074","684"
"2050","4/24/2020","4,937","3,879","3,319","560"
"2051","4/25/2020","4,327","3,284","2,814","470"
"2052","4/26/2020","5,086","3,964","3,393","571"
"2053","4/27/2020","6,038","4,771","4,054","717"
"2054","4/28/2020","6,324","4,920","4,210","710"
"2055","4/29/2020","6,062","4,735","4,006","729"
"2056","4/30/2020","5,520","4,375","3,776","599"
"2057","5/1/2020","4,670","3,621","3,068","553"
"2058","5/2/2020","4,171","3,145","2,683","462"
"2059","5/3/2020","4,716","3,648","3,067","581"
"2060","5/4/2020","5,939","4,567","3,882","685"
"2061","5/5/2020","6,361","4,900","4,169","731"
"2062","5/6/2020","6,659","5,322","4,580","742"
"2063","5/7/2020","6,264","4,857","4,067","790"
"2064","5/8/2020","5,359","4,202","3,592","610"
"2065","5/9/2020","4,593","3,452","2,932","520"
"2066","5/10/2020","5,092","3,917","3,338","579"
"2067","5/11/2020","6,563","5,112","4,278","834"
"2068","5/12/2020","6,124","4,775","4,028","747"
"2069","5/13/2020","5,817","4,596","3,886","710"
"2070","5/14/2020","6,057","4,583","3,937","646"
"2071","5/15/2020","4,958","3,829","3,183","646"
"2072","5/16/2020","3,651","2,827","2,384","443"
"2073","5/17/2020","4,248","3,291","2,737","554"
"2074","5/18/2020","5,624","4,231","3,588","643"
"2075","5/19/2020","5,595","4,300","3,666","634"
"2076","5/20/2020","5,213","4,106","3,466","640"
"2077","5/21/2020","5,156","3,990","3,372","618"
"2078","5/22/2020","4,350","3,343","2,816","527"
"2079","5/23/2020","3,446","2,696","2,291","405"
"2080","5/24/2020","3,945","2,969","2,479","490"
"2081","5/25/2020","4,639","3,610","3,054","556"
"2082","5/26/2020","5,224","4,069","3,416","653"
"2083","5/27/2020","5,242","4,105","3,474","631"
"2084","5/28/2020","4,939","3,966","3,371","595"
"2085","5/29/2020","4,387","3,486","2,949","537"
"2086","5/30/2020","3,327","2,583","2,189","394"
"2087","5/31/2020","3,692","2,919","2,482","437"
"2088","6/1/2020","4,734","3,707","3,133","574"
"2089","6/2/2020","4,727","3,690","3,057","633"
"2090","6/3/2020","4,994","3,869","3,239","630"
"2091","6/4/2020","4,767","3,733","3,156","577"
"2092","6/5/2020","4,124","3,247","2,778","469"
"2093","6/6/2020","3,230","2,425","2,045","380"
"2094","6/7/2020","3,906","3,049","2,574","475"
"2095","6/8/2020","4,895","3,787","3,188","599"
"2096","6/9/2020","4,871","3,644","3,050","594"
"2097","6/10/2020","4,989","3,857","3,269","588"
"2098","6/11/2020","4,633","3,560","3,015","545"
"2099","6/12/2020","4,475","3,292","2,757","535"
"2100","6/13/2020","2,967","2,304","1,942","362"
"2101","6/14/2020","3,507","2,684","2,282","402"
"2102","6/15/2020","4,337","3,348","2,794","554"
"2103","6/16/2020","4,470","3,461","2,964","497"
"2104","6/17/2020","4,439","3,450","2,898","552"
"2105","6/18/2020","4,895","3,677","3,132","545"
"2106","6/19/2020","3,924","2,911","2,459","452"
"2107","6/20/2020","2,827","2,190","1,851","339"
"2108","6/21/2020","3,481","2,668","2,256","412"
"2109","6/22/2020","4,627","3,493","2,935","558"
"2110","6/23/2020","4,561","3,493","2,950","543"
"2111","6/24/2020","4,626","3,521","2,982","539"
"2112","6/25/2020","4,137","3,215","2,668","547"
"2113","6/26/2020","3,555","2,675","2,248","427"
"2114","6/27/2020","2,671","1,999","1,680","319"
"2115","6/28/2020","3,486","2,635","2,233","402"
"2116","6/29/2020","4,000","3,119","2,616","503"
"2117","6/30/2020","3,828","3,013","2,553","460"
"2118","7/1/2020","3,935","3,049","2,599","450"
"2119","7/2/2020","3,633","2,881","2,397","484"
"2120","7/3/2020","2,997","2,286","1,932","354"
"2121","7/4/2020","2,194","1,704","1,420","284"
"2122","7/5/2020","2,948","2,198","1,836","362"
"2123","7/6/2020","4,049","3,215","2,724","491"
"2124","7/7/2020","3,792","2,998","2,485","513"
"2125","7/8/2020","4,029","3,096","2,613","483"
"2126","7/9/2020","3,945","3,039","2,587","452"
"2127","7/10/2020","3,523","2,620","2,173","447"
"2128","7/11/2020","2,646","1,981","1,665","316"
"2129","7/12/2020","3,454","2,611","2,213","398"
"2130","7/13/2020","3,703","2,916","2,459","457"
"2131","7/14/2020","3,680","2,853","2,397","456"
"2132","7/15/2020","3,479","2,627","2,196","431"
"2133","7/16/2020","3,756","2,916","2,463","453"
"2134","7/17/2020","3,289","2,557","2,122","435"
"2135","7/18/2020","2,416","1,892","1,606","286"
"2136","7/19/2020","2,793","2,197","1,892","305"
"2137","7/20/2020","3,749","2,881","2,428","453"
"2138","7/21/2020","3,786","2,889","2,450","439"
"2139","7/22/2020","4,002","3,039","2,566","473"
"2140","7/23/2020","3,823","3,033","2,525","508"
"2141","7/24/2020","3,430","2,623","2,262","361"
"2142","7/25/2020","2,400","1,767","1,487","280"
"2143","7/26/2020","2,835","2,207","1,869","338"
"2144","7/27/2020","4,001","3,031","2,523","508"
"2145","7/28/2020","3,795","2,969","2,525","444"
"2146","7/29/2020","3,903","3,010","2,591","419"
"2147","7/30/2020","3,397","2,687","2,265","422"
"2148","7/31/2020","3,005","2,317","1,887","430"
"2149","8/1/2020","2,305","1,750","1,479","271"
"2150","8/2/2020","2,696","1,993","1,701","292"
"2151","8/3/2020","3,866","2,814","2,368","446"
"2152","8/4/2020","3,826","2,845","2,400","445"
"2153","8/5/2020","3,673","2,774","2,334","440"
"2154","8/6/2020","3,660","2,625","2,189","436"
"2155","8/7/2020","3,136","2,364","1,941","423"
"2156","8/8/2020","2,223","1,628","1,354","274"
"2157","8/9/2020","2,623","1,941","1,644","297"
"2158","8/10/2020","3,638","2,745","2,325","420"
"2159","8/11/2020","3,740","2,742","2,258","484"
"2160","8/12/2020","3,767","2,904","2,477","427"
"2161","8/13/2020","3,621","2,780","2,322","458"
"2162","8/14/2020","2,971","2,308","1,922","386"
"2163","8/15/2020","2,221","1,696","1,373","323"
"2164","8/16/2020","2,724","2,037","1,686","351"
"2165","8/17/2020","3,456","2,638","2,181","457"
"2166","8/18/2020","3,581","2,683","2,184","499"
"2167","8/19/2020","2,064","1,564","1,297","267"
