"","age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","incm.2.t.pred","test3[, 15]"
"5144",20," Private",33551," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5145",48," Self-emp-not-inc",265477," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5146",19," Private",246226," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5147",50," Local-gov",169182," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,49," Dominican-Republic"," <=50K"," <=50K"
"5148",59," Private",143372," 10th",6," Divorced"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5149",53," Private",283320," Bachelors",13," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5150",41," Private",350387," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"5151",48," Local-gov",219962," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"," <=50K"
"5152",38," Private",129573," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,41," United-States"," <=50K"," <=50K"
"5153",24," Private",205844," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," Black"," Female",0,0,65," United-States"," <=50K"," <=50K"
"5154",26," Private",174592," Masters",14," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5155",40," Self-emp-inc",157240," Masters",14," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",15024,0,30," Iran"," >50K"," >50K"
"5156",48," Private",105838," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"," >50K"
"5157",33," Private",182423," HS-grad",9," Divorced"," Other-service"," Unmarried"," Black"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5158",22," Private",509048," HS-grad",9," Never-married"," Sales"," Other-relative"," Black"," Female",0,0,37," United-States"," <=50K"," <=50K"
"5159",31," Local-gov",83671," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5160",55," Federal-gov",35723," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"," >50K"
"5161",48," Private",175221," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5162",58," Private",220789," Bachelors",13," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"5163",40," Private",175674," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"," >50K"
"5164",32," Private",131379," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5165",59," Private",230039," HS-grad",9," Never-married"," Exec-managerial"," Unmarried"," White"," Female",0,625,38," United-States"," <=50K"," <=50K"
"5166",38," Private",203761," Assoc-voc",11," Never-married"," Tech-support"," Not-in-family"," White"," Female",2354,0,40," United-States"," <=50K"," <=50K"
"5167",34," Private",36069," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",3908,0,46," United-States"," <=50K"," <=50K"
"5168",45," Private",255014," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,55," United-States"," >50K"," >50K"
"5169",34," Private",118605," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States"," <=50K"," <=50K"
"5170",61," Private",190682," HS-grad",9," Widowed"," Craft-repair"," Not-in-family"," Black"," Female",0,1669,50," United-States"," <=50K"," <=50K"
"5171",35," Private",267866," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",0,1887,50," Iran"," >50K"," >50K"
"5172",50," Federal-gov",222020," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,48," United-States"," >50K"," <=50K"
"5173",58," Private",104945," 9th",5," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",0,0,60," United-States"," <=50K"," <=50K"
"5174",25," Private",130793," Some-college",10," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"5175",41," Private",126622," 11th",7," Divorced"," Handlers-cleaners"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5176",50," Self-emp-not-inc",27539," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",7688,0,40," United-States"," >50K"," >50K"
"5177",25," Private",273792," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,37," United-States"," <=50K"," <=50K"
"5178",51," Private",154342," 7th-8th",4," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5179",42," Local-gov",70655," HS-grad",9," Divorced"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5180",32," Private",76773," Some-college",10," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5181",43," Private",228320," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"," <=50K"
"5182",26," Private",284343," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"5183",27," Private",23940," HS-grad",9," Never-married"," Handlers-cleaners"," Other-relative"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5184",45," Private",229516," HS-grad",9," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",0,0,72," Mexico"," <=50K"," <=50K"
"5185",28," Self-emp-not-inc",191027," HS-grad",9," Divorced"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5186",71," State-gov",100063," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5187",64," Self-emp-inc",142166," Bachelors",13," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"5188",17," Private",238628," 11th",7," Never-married"," Other-service"," Own-child"," White"," Female",0,0,5," United-States"," <=50K"," <=50K"
"5189",59," Self-emp-not-inc",32855," 7th-8th",4," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,70," United-States"," <=50K"," <=50K"
"5190",27," Private",207418," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"," <=50K"
"5191",52," Private",49243," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5192",20," Private",161708," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"," <=50K"
"5193",27," Private",85251," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"5194",37," Private",126569," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,40," United-States"," >50K"," >50K"
"5195",39," Private",245053," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"," >50K"
"5196",31," State-gov",86143," HS-grad",9," Never-married"," Protective-serv"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5197",23," Private",162228," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5198",51," Private",302847," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,54," United-States"," >50K"," <=50K"
"5199",31," Private",59083," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,1672,50," United-States"," <=50K"," <=50K"
"5200",46," Private",267107," 5th-6th",3," Married-civ-spouse"," Craft-repair"," Wife"," White"," Female",0,0,45," Italy"," <=50K"," <=50K"
"5201",24," Local-gov",126613," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"," <=50K"
"5202",22," Local-gov",273734," HS-grad",9," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"," <=50K"
"5203",27," Private",133937," Masters",14," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5204",58," Private",33350," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"," <=50K"
"5205",52," Private",117674," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States"," <=50K"," >50K"
"5206",44," Federal-gov",240628," Assoc-acdm",12," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",2354,0,40," United-States"," <=50K"," <=50K"
"5207",45," Private",200363," Assoc-voc",11," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,44," United-States"," <=50K"," <=50K"
"5208",43," Private",115806," Masters",14," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,2547,40," United-States"," >50K"," >50K"
"5209",42," Private",32981," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5210",41," Private",53956," Bachelors",13," Divorced"," Sales"," Not-in-family"," White"," Male",0,1980,56," United-States"," >50K"," <=50K"
"5211",20," Private",109952," HS-grad",9," Married-civ-spouse"," Tech-support"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5212",22," ?",131230," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5213",38," Self-emp-not-inc",127961," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," >50K"
"5214",54," Private",511668," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,43," United-States"," >50K"," >50K"
"5215",23," Private",193090," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",3674,0,40," United-States"," <=50K"," <=50K"
"5216",33," Federal-gov",88913," Some-college",10," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5217",72," Private",158092," Bachelors",13," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"5218",42," Private",102606," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"5219",36," Private",208068," Preschool",1," Divorced"," Other-service"," Not-in-family"," Other"," Male",0,0,72," Mexico"," <=50K"," <=50K"
"5220",26," Private",304283," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5221",47," Private",345493," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",99999,0,55," Taiwan"," >50K"," >50K"
"5222",29," Private",375482," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," England"," <=50K"," <=50K"
"5223",26," ?",39640," Some-college",10," Never-married"," ?"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"," <=50K"
"5224",45," Private",341762," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,65," United-States"," >50K"," >50K"
"5225",25," Private",81286," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"5226",20," Private",109813," 11th",7," Never-married"," Tech-support"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5227",31," Self-emp-inc",49923," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"," <=50K"
"5228",20," Private",125010," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"," <=50K"
"5229",21," Private",228255," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"5230",59," Private",114678," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,60," United-States"," <=50K"," <=50K"
"5231",40," Local-gov",218995," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,42," United-States"," <=50K"," >50K"
"5232",20," Private",379525," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,10," United-States"," <=50K"," <=50K"
"5233",29," Local-gov",133327," Some-college",10," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5234",38," Private",203763," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5235",27," Private",89813," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5236",19," ?",57329," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,30," Japan"," <=50K"," <=50K"
"5237",47," Private",304133," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"," <=50K"
"5238",22," Private",310380," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5239",29," Private",181822," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5240",38," Private",40077," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," >50K"
"5241",21," Private",129699," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5242",52," Private",222405," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," Black"," Male",0,2377,40," United-States"," <=50K"," <=50K"
"5243",49," ?",178215," Some-college",10," Widowed"," ?"," Unmarried"," White"," Female",0,0,28," United-States"," <=50K"," <=50K"
"5244",24," Private",95552," HS-grad",9," Never-married"," Tech-support"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5245",33," Private",187560," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,36," United-States"," <=50K"," <=50K"
"5246",23," Private",208598," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"5247",24," Private",329852," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5248",35," Private",194690," 7th-8th",4," Divorced"," Tech-support"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5249",24," Private",266926," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5250",35," Private",30529," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5251",42," Private",173590," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,1628,40," United-States"," <=50K"," <=50K"
"5252",19," Private",240468," Some-college",10," Married-spouse-absent"," Sales"," Own-child"," White"," Female",0,1602,40," United-States"," <=50K"," <=50K"
"5253",47," Private",33710," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",3103,0,60," United-States"," >50K"," >50K"
"5254",23," Private",240160," Assoc-acdm",12," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5255",30," Self-emp-not-inc",148959," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,35," United-States"," <=50K"," <=50K"
"5256",23," Private",196674," Some-college",10," Separated"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5257",30," Private",63910," HS-grad",9," Married-civ-spouse"," Sales"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5258",17," Private",174298," 11th",7," Never-married"," Other-service"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"," <=50K"
"5259",64," Private",292639," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",10566,0,35," United-States"," >50K"," <=50K"
"5260",50," Private",257933," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5261",28," Private",197484," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5262",38," Private",160192," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,2051,44," United-States"," <=50K"," <=50K"
"5263",50," Self-emp-not-inc",371305," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1902,60," United-States"," >50K"," >50K"
"5264",52," Private",96359," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,57," United-States"," >50K"," >50K"
"5265",34," Private",112139," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5266",31," Private",163003," Assoc-acdm",12," Never-married"," Prof-specialty"," Other-relative"," Asian-Pac-Islander"," Female",0,0,40," Philippines"," <=50K"," <=50K"
"5267",44," Private",155701," 7th-8th",4," Separated"," Other-service"," Unmarried"," White"," Female",0,0,38," Peru"," <=50K"," <=50K"
"5268",22," ?",367655," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5269",39," Self-emp-not-inc",126569," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,60," United-States"," >50K"," >50K"
"5270",61," Private",81132," 5th-6th",3," Married-civ-spouse"," Handlers-cleaners"," Husband"," Asian-Pac-Islander"," Male",7298,0,40," Philippines"," >50K"," >50K"
"5271",26," State-gov",326033," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,80," United-States"," <=50K"," <=50K"
"5272",46," Private",105327," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5273",47," Private",95680," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States"," >50K"," <=50K"
"5274",50," Private",140516," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"5275",28," Private",150025," 9th",5," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," ?"," <=50K"," >50K"
"5276",22," Private",370548," Assoc-voc",11," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"5277",23," Private",71864," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"," <=50K"
"5278",61," Private",80896," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,45," India"," >50K"," >50K"
"5279",49," Private",193047," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," >50K"
"5280",38," Private",100295," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,50," Canada"," <=50K"," >50K"
"5281",47," Private",131002," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"," >50K"
"5282",18," Private",135924," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"," <=50K"
"5283",50," Private",172052," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,35," South"," <=50K"," >50K"
"5284",34," Private",185216," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5285",30," Private",191571," HS-grad",9," Separated"," Other-service"," Own-child"," White"," Female",0,0,36," United-States"," <=50K"," <=50K"
"5286",40," Private",352612," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5287",27," Private",367390," Some-college",10," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"5288",43," Self-emp-not-inc",315971," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5289",53," Private",288020," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Japan"," >50K"," <=50K"
"5290",48," Private",96359," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," Greece"," <=50K"," >50K"
"5291",44," Private",103459," HS-grad",9," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,40," United-States"," <=50K"," >50K"
"5292",32," Private",63564," HS-grad",9," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5293",35," Private",334999," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"5294",41," Local-gov",174491," HS-grad",9," Separated"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5295",31," Private",265706," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,40," United-States"," >50K"," >50K"
"5296",47," Private",161950," Bachelors",13," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,25," Germany"," <=50K"," <=50K"
"5297",35," Private",220098," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,40," United-States"," <=50K"," >50K"
"5298",22," Private",362309," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"," <=50K"
"5299",22," Private",110684," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"," <=50K"
"5300",18," Private",251923," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"," <=50K"
"5301",53," Private",142411," Assoc-voc",11," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5302",32," Private",199529," Some-college",10," Separated"," Tech-support"," Not-in-family"," Amer-Indian-Eskimo"," Male",0,1980,40," United-States"," <=50K"," <=50K"
"5303",41," Private",282948," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," Black"," Male",3137,0,40," United-States"," >50K"," <=50K"
"5304",19," ?",48393," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,84," United-States"," <=50K"," <=50K"
"5305",47," Self-emp-inc",483596," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",2885,0,32," United-States"," <=50K"," <=50K"
"5306",57," Private",319122," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5307",50," Private",158284," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5308",20," Private",275357," Assoc-voc",11," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"," <=50K"
"5309",23," Self-emp-not-inc",191283," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5310",37," Private",73471," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,47," United-States"," >50K"," >50K"
"5311",49," Private",194962," 11th",7," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,6," United-States"," <=50K"," <=50K"
"5312",23," State-gov",314645," Assoc-acdm",12," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,25," United-States"," <=50K"," <=50K"
"5313",33," Private",102821," 12th",8," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5314",20," ?",214635," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,24," United-States"," <=50K"," <=50K"
"5315",45," Private",154308," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,40," United-States"," >50K"," >50K"
"5316",22," Private",206974," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5317",43," Self-emp-inc",244945," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"," <=50K"
"5318",43," State-gov",146908," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," ?"," <=50K"," <=50K"
"5319",43," Local-gov",188291," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,45," United-States"," >50K"," >50K"
"5320",27," Private",207611," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,52," United-States"," <=50K"," <=50K"
"5321",29," Self-emp-not-inc",58744," Assoc-acdm",12," Never-married"," Other-service"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"," <=50K"
"5322",58," ?",158506," 11th",7," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,16," United-States"," <=50K"," <=50K"
"5323",62," State-gov",101475," Assoc-acdm",12," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5324",25," Private",202091," HS-grad",9," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5325",41," Private",308550," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Female",0,0,60," United-States"," <=50K"," <=50K"
"5326",41," Private",184846," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5327",20," ?",58740," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,15," United-States"," <=50K"," <=50K"
"5328",71," Private",180117," 10th",6," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5329",43," Private",128170," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,40," United-States"," >50K"," >50K"
"5330",33," Private",133503," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1977,45," United-States"," >50K"," >50K"
"5331",48," Private",125933," Some-college",10," Widowed"," Exec-managerial"," Unmarried"," Black"," Female",0,1669,38," United-States"," <=50K"," <=50K"
"5332",22," Private",39432," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5333",39," Private",19914," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5334",31," Private",342730," Assoc-acdm",12," Separated"," Transport-moving"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
